id,x,y,z,yaw,pitch,roll
149,-308.037,244.17,-12.8704,2.74921,-0.0121815,0.00680469
150,-308.25,244.205,-12.8707,2.76872,-0.011118,0.00501429
151,-308.472,244.23,-12.8755,2.78964,-0.0107665,0.00394018
152,-308.697,244.246,-12.8717,2.81038,-0.0107907,0.00276118
153,-308.925,244.259,-12.8749,2.8318,-0.0109617,0.00222746
154,-309.15,244.266,-12.8777,2.85448,-0.010434,0.00284327
155,-309.386,244.257,-12.8802,2.87823,-0.00950082,0.00382275
156,-309.618,244.247,-12.8776,2.90171,-0.00808807,0.00287997
157,-309.851,244.243,-12.8779,2.92543,-0.00656456,0.000625206
158,-310.087,244.212,-12.8782,2.94919,-0.00594157,-0.000926726
159,-310.316,244.183,-12.8813,2.9746,-0.00587859,-0.00107964
160,-310.558,244.137,-12.8817,2.99951,-0.00567754,-0.00101851
161,-310.782,244.09,-12.887,3.02469,-0.00511247,-0.000232074
162,-311.013,244.039,-12.8892,3.04967,-0.00506349,0.000943839
163,-311.251,243.977,-12.8923,3.07519,-0.00467923,0.00210482
164,-311.484,243.914,-12.8945,3.1013,-0.00476731,0.00342495
165,-311.716,243.85,-12.8926,3.12742,-0.00486463,0.00362773
166,-311.953,243.774,-12.897,-3.12922,-0.00434895,0.0043077
167,-312.195,243.689,-12.9004,-3.10238,-0.00291567,0.00425452
168,-312.417,243.598,-12.905,-3.07579,-0.00214779,0.00407927
169,-312.653,243.498,-12.9053,-3.04836,-0.0024839,0.00495047
170,-312.88,243.399,-12.9097,-3.02037,-0.00294926,0.00552717
171,-313.121,243.284,-12.915,-2.9925,-0.0027824,0.00688259
172,-313.359,243.159,-12.9166,-2.9642,-0.00186776,0.00874135
173,-313.595,243.033,-12.9178,-2.93609,0.000470912,0.00978414
174,-313.823,242.908,-12.924,-2.90805,0.00268365,0.0101025
175,-314.064,242.764,-12.9334,-2.87863,0.00275411,0.011206
176,-314.295,242.608,-12.9426,-2.84984,0.000683496,0.0131932
177,-314.54,242.446,-12.9472,-2.82188,-0.00101681,0.0128327
178,-314.775,242.291,-12.9504,-2.79307,-0.0027202,0.01023
179,-315.025,242.124,-12.9579,-2.76395,-0.00460069,0.0104408
180,-315.271,241.923,-12.9619,-2.73539,-0.00397076,0.013877
181,-315.524,241.726,-12.9649,-2.70717,-0.00290651,0.0162939
182,-315.766,241.518,-12.9703,-2.67897,-0.00137006,0.017363
183,-316.003,241.308,-12.9673,-2.65245,-8.47012e-05,0.016952
184,-316.26,241.083,-12.9679,-2.62464,0.00157944,0.0153024
185,-316.515,240.866,-12.9746,-2.60008,0.00275279,0.012966
186,-316.763,240.644,-12.9737,-2.57724,0.00390293,0.00965201
187,-317.002,240.413,-12.977,-2.55647,0.00556519,0.0050074
188,-317.255,240.192,-12.9962,-2.53672,0.00698361,0.00189607
189,-317.492,239.964,-13.0101,-2.51807,0.00716402,0.00314372
190,-317.721,239.72,-13.013,-2.50064,0.00578258,0.00734484
191,-317.961,239.485,-13.0151,-2.48489,0.00304964,0.0101448
192,-318.198,239.258,-13.004,-2.46778,0.001154,0.0110384
193,-318.416,238.998,-13.0062,-2.44953,0.00113934,0.0133447
194,-318.625,238.743,-13.0109,-2.4334,0.00198976,0.0137884
195,-318.859,238.532,-13.0161,-2.41736,0.0011344,0.0126423
196,-319.085,238.284,-13.0315,-2.40064,-4.61455e-05,0.0115322
197,-319.31,238.021,-13.03,-2.38545,-0.00229025,0.0108004
198,-319.539,237.729,-13.0417,-2.37028,-0.00392795,0.0110016
199,-319.77,237.464,-13.0524,-2.35647,-0.00777707,0.0118749
200,-320.007,237.184,-13.0524,-2.34405,-0.0122553,0.0124047
201,-320.261,236.876,-13.0497,-2.33245,-0.0182371,0.0117695
