id,x,y,z,yaw,pitch,roll
49,1707.34,1001.31,-0.127508,-2.18195,-0.0415899,-0.0189264
50,1707.17,1001.08,-0.112626,-2.17995,-0.0426366,-0.0202333
51,1707,1000.85,-0.105719,-2.17866,-0.0438893,-0.0202284
52,1706.8,1000.6,-0.0984845,-2.17604,-0.0465536,-0.021946
53,1706.64,1000.39,-0.0771509,-2.17464,-0.0476373,-0.022957
54,1706.5,1000.18,-0.0476625,-2.17308,-0.0483497,-0.0251852
55,1706.34,999.968,-0.0453792,-2.17143,-0.0497342,-0.0256536
56,1706.15,999.704,-0.0467882,-2.16874,-0.0514644,-0.0255223
57,1706,999.5,-0.0318791,-2.16755,-0.0512707,-0.0263463
58,1705.84,999.265,-0.0302724,-2.16596,-0.0525141,-0.0263215
59,1705.7,999.045,-0.0375096,-2.16466,-0.0535953,-0.025738
60,1705.58,998.793,-0.15872,-2.16307,-0.0550269,-0.0168075
61,1705.43,998.572,-0.17098,-2.16127,-0.0551737,-0.0152479
62,1705.26,998.33,-0.154273,-2.15817,-0.0569788,-0.0150168
63,1705.11,998.102,-0.164636,-2.15743,-0.0577429,-0.0133676
64,1704.96,997.865,-0.162703,-2.15454,-0.0585556,-0.0138206
65,1704.82,997.619,-0.295081,-2.15269,-0.0566634,-0.0128111
66,1704.63,997.365,-0.264333,-2.15012,-0.0579449,-0.0141554
67,1704.48,997.134,-0.245265,-2.14915,-0.0589108,-0.0139088
68,1704.32,996.915,-0.233427,-2.14725,-0.0600611,-0.015084
69,1704.18,996.695,-0.213892,-2.1464,-0.060997,-0.0166935
70,1704,996.445,-0.18459,-2.14431,-0.0615177,-0.0186647
71,1703.87,996.249,-0.183045,-2.14255,-0.0621807,-0.0189453
72,1703.7,995.994,-0.178913,-2.14119,-0.0631027,-0.020211
73,1703.63,995.823,-0.175648,-2.13837,-0.0460531,-0.0189583
74,1703.47,995.572,-0.164482,-2.13606,-0.0465425,-0.0186823
75,1703.33,995.352,-0.148935,-2.1347,-0.0468499,-0.0179928
76,1703.17,995.103,-0.132707,-2.13338,-0.0476562,-0.0180335
77,1702.82,994.591,-0.0729154,-2.13124,-0.0495197,-0.0206698
78,1702.66,994.381,-0.0608108,-2.13064,-0.0512992,-0.0216357
79,1702.54,994.148,-0.0588879,-2.13037,-0.051744,-0.021568
80,1702.39,993.918,-0.0632296,-2.12988,-0.0526493,-0.0215309
81,1702.21,993.644,-0.0560385,-2.1291,-0.0537408,-0.021838
82,1702.06,993.376,-0.14075,-2.12992,-0.0545427,-0.0163071
83,1701.9,993.096,-0.137553,-2.13115,-0.0568509,-0.016164
84,1701.72,992.846,-0.1299,-2.13151,-0.0580142,-0.0162622
85,1701.55,992.592,-0.129138,-2.13255,-0.0594272,-0.0157409
86,1701.36,992.313,-0.0959406,-2.13313,-0.0604159,-0.0175033
87,1701.2,992.07,-0.0776279,-2.13394,-0.0603745,-0.0178137
88,1701.07,991.844,-0.00710022,-2.1337,-0.0583695,-0.0172333
89,1700.91,991.601,0.0127791,-2.13519,-0.0579603,-0.0158749
90,1700.8,991.308,-0.118596,-2.13538,-0.0492163,0.00201311
91,1700.69,990.958,-0.347431,-2.12949,-0.0407093,-0.00610414
92,1700.51,990.683,-0.320155,-2.13026,-0.0413407,-0.00757814
93,1700.35,990.435,-0.325444,-2.13277,-0.0416296,-0.00699301
94,1700.22,990.203,-0.328216,-2.13432,-0.0415532,-0.00631727
95,1700.03,989.915,-0.2872,-2.13637,-0.0411579,-0.00973781
96,1699.9,989.707,-0.27456,-2.13765,-0.04196,-0.0100493
97,1699.75,989.476,-0.12244,-2.14127,-0.0339339,-0.0034894
98,1699.56,989.243,-0.0424113,-2.14046,-0.0360973,-0.0101236
99,1699.38,988.998,-0.0400361,-2.14358,-0.0369269,-0.0100877
100,1699.19,988.717,-0.0364922,-2.14467,-0.0388792,-0.0100905
101,1699.07,988.546,-0.0394047,-2.14865,-0.0397879,-0.0101297
102,1698.86,988.235,-0.0526238,-2.14995,-0.0413995,-0.00991455
103,1698.72,988.037,-0.051345,-2.15326,-0.0429392,-0.0102654
104,1698.55,987.79,-0.0151536,-2.15439,-0.0433704,-0.0127618
105,1698.36,987.512,-0.0126341,-2.15776,-0.0445475,-0.0128709
106,1698.22,987.293,-0.0151869,-2.15908,-0.0442665,-0.011354
107,1698.02,987.018,-0.00960986,-2.16055,-0.0460872,-0.0118078
108,1697.88,986.786,-0.0157605,-2.16263,-0.0475172,-0.0113379
109,1697.76,986.513,-0.00567136,-2.16668,-0.0404202,0.00134825
110,1697.6,986.287,-0.00424422,-2.16795,-0.0431157,-0.000184603
111,1697.46,986.114,0.0436344,-2.16989,-0.0438122,-0.00403226
112,1697.3,985.898,0.0509128,-2.1707,-0.0450001,-0.00556142
113,1697.13,985.592,-0.0545128,-2.16871,-0.0400163,-0.0122539
114,1697.01,985.407,-0.058745,-2.17011,-0.0407276,-0.0101044
115,1696.82,985.12,-0.0787409,-2.17283,-0.041001,-0.00514484
116,1696.7,984.903,-0.0931297,-2.17531,-0.0395592,-0.00180236
117,1696.57,984.724,-0.103104,-2.17712,-0.0395471,-0.00107472
118,1696.42,984.514,-0.102713,-2.17952,-0.0408362,-0.000816852
119,1696.2,984.271,-0.0106936,-2.18216,-0.0440727,-0.00883544
120,1696.08,984.104,-0.0155641,-2.18347,-0.0451141,-0.00892191
121,1695.96,983.935,-0.0195749,-2.186,-0.0461521,-0.00850801
122,1695.8,983.694,-0.0257225,-2.18706,-0.0478508,-0.00787695
123,1695.66,983.5,-0.0316414,-2.18924,-0.0486055,-0.00785166
124,1695.57,983.367,-0.0315094,-2.1902,-0.0497766,-0.00802973
125,1695.43,983.163,-0.0542741,-2.19131,-0.0502888,-0.00600576
126,1695.24,982.906,-0.0567286,-2.19269,-0.0512444,-0.00590144
127,1695.12,982.737,-0.0812414,-2.19498,-0.0520974,-0.00361512
128,1694.94,982.449,-0.11198,-2.19464,-0.05321,-0.000956004
129,1694.82,982.271,-0.122055,-2.19647,-0.0533076,0.00146803
130,1694.67,982.072,-0.133779,-2.19655,-0.054596,0.00179774
131,1694.43,981.818,-0.121936,-2.1957,-0.0484226,-0.0148312
132,1694.25,981.597,-0.110904,-2.19627,-0.0477632,-0.0167585
133,1694.11,981.409,-0.0805269,-2.19781,-0.0481751,-0.0193232
134,1693.98,981.231,-0.104451,-2.19875,-0.0476066,-0.0182679
135,1693.81,980.98,-0.0809105,-2.20039,-0.0409919,-0.0159111
136,1693.65,980.797,-0.0708022,-2.20089,-0.0415645,-0.0141213
137,1693.56,980.679,-0.0722679,-2.2044,-0.0407005,-0.0063094
138,1693.41,980.463,-0.0758902,-2.20529,-0.0416572,-0.00608639
139,1693.31,980.271,-0.0379708,-2.20374,-0.043928,-0.00578686
140,1693.19,980.08,-0.0310833,-2.20465,-0.0454145,-0.00374305
141,1692.96,979.755,-0.0230325,-2.20442,-0.045716,-0.00291711
142,1692.83,979.59,-0.0248848,-2.20399,-0.0465811,-0.002427
143,1692.65,979.338,-0.0254578,-2.20172,-0.0453333,-0.00590729
144,1692.54,979.203,-0.0306969,-2.20181,-0.0458994,-0.00568507
145,1692.36,978.952,-0.0338707,-2.20096,-0.047247,-0.00569423
146,1692.21,978.739,-0.036183,-2.20068,-0.0486154,-0.00552017
147,1692.09,978.598,-0.0436284,-2.20146,-0.0493179,-0.0054143
148,1691.99,978.428,-0.0534018,-2.20039,-0.0494256,-0.00522811
149,1691.9,978.31,-0.0489072,-2.19974,-0.0498625,-0.0049576
150,1691.85,978.254,-0.0546331,-2.19847,-0.0504653,-0.00364964
151,1691.6,977.9,-0.0610847,-2.19757,-0.0515209,-0.00294548
152,1691.54,977.823,-0.0969094,-2.1981,-0.051468,-0.000371971
153,1691.28,977.532,-0.173081,-2.19904,-0.0490309,0.000618784
154,1691.03,977.244,-0.227003,-2.1991,-0.0465359,-0.00112584
155,1690.9,977.075,-0.240521,-2.1973,-0.0463646,-0.00265276
156,1690.78,976.913,-0.229217,-2.19592,-0.0468421,-0.00305386
157,1690.63,976.718,-0.0570486,-2.1928,-0.0389501,-0.00237643
158,1690.46,976.576,0.00146682,-2.19264,-0.0361563,-0.00921746
159,1690.29,976.341,-0.0343624,-2.18957,-0.0361658,-0.0109023
160,1690.14,976.129,-0.0272008,-2.18872,-0.0375487,-0.0101532
161,1689.96,975.865,-0.0280233,-2.18815,-0.0379209,-0.0106328
162,1689.86,975.717,-0.0300483,-2.1858,-0.0388311,-0.0106402
163,1689.73,975.535,-0.0457269,-2.18375,-0.0392225,-0.0110183
164,1689.6,975.379,-0.0587252,-2.18194,-0.0386638,-0.0124652
165,1689.47,975.189,-0.0586715,-2.18058,-0.0379512,-0.0121488
166,1689.32,974.933,-0.062573,-2.17934,-0.0378191,-0.0138469
167,1689.16,974.718,-0.0487044,-2.17547,-0.0385393,-0.014048
168,1689.06,974.558,-0.0480883,-2.17436,-0.0392748,-0.0143954
169,1688.88,974.263,-0.0486631,-2.17227,-0.041961,-0.0137671
170,1688.8,974.149,-0.0406096,-2.1711,-0.0421983,-0.0140691
171,1688.59,973.722,-0.0407137,-2.17004,-0.0443918,-0.0142763
172,1688.64,973.509,-0.0435853,-2.17936,-0.0440335,-0.0136401
173,1688.45,973.221,-0.0516024,-2.17807,-0.0454837,-0.0127488
174,1688.37,973.106,-0.0568061,-2.17568,-0.0453418,-0.0119731
175,1688.18,972.843,-0.052972,-2.17317,-0.0468175,-0.0116464
176,1687.98,972.574,-0.0703283,-2.17225,-0.0473421,-0.0124609
177,1687.84,972.353,-0.078242,-2.16877,-0.0477367,-0.0130929
178,1687.69,972.162,-0.0826461,-2.16832,-0.048217,-0.0131133
179,1687.54,971.95,-0.0805636,-2.16768,-0.0487775,-0.0141195
180,1687.43,971.797,-0.0767443,-2.16581,-0.0492451,-0.0149637
181,1687.28,971.567,-0.0622901,-2.16418,-0.0506774,-0.0152357
182,1687.17,971.425,-0.0603972,-2.16314,-0.0512028,-0.0157233
183,1687.01,971.18,-0.080597,-2.16088,-0.0515863,-0.0165189
184,1686.91,971.046,-0.123241,-2.15991,-0.0498871,-0.0178513
185,1686.79,970.843,-0.129758,-2.15845,-0.049876,-0.0180848
186,1686.67,970.627,-0.136124,-2.15809,-0.0500448,-0.0179283
187,1686.54,970.428,-0.140579,-2.1565,-0.0502442,-0.0173365
188,1686.42,970.239,-0.122223,-2.15767,-0.0400341,-0.0220992
189,1686.31,970.081,-0.123653,-2.1555,-0.0405732,-0.022104
190,1686.2,969.921,-0.112012,-2.15425,-0.0407827,-0.0221342
191,1686.09,969.759,-0.114788,-2.1525,-0.0407861,-0.0219386
192,1686.02,969.547,-0.197316,-2.15238,-0.0429834,-0.0120022
193,1685.91,969.365,-0.201421,-2.15053,-0.0428882,-0.0115731
194,1685.79,969.177,-0.220637,-2.14984,-0.0414952,-0.0109233
195,1685.71,969.042,-0.235335,-2.14755,-0.0389405,-0.0119966
196,1685.59,968.864,-0.237637,-2.14678,-0.0409034,-0.0121025
197,1685.47,968.669,-0.225572,-2.14535,-0.043971,-0.0105201
198,1685.35,968.497,-0.223356,-2.14508,-0.0443926,-0.0103673
199,1685.27,968.331,-0.235596,-2.14283,-0.0441689,-0.0100139
200,1685.16,968.183,-0.181264,-2.14203,-0.044188,-0.00957074
201,1685.05,967.992,-0.203124,-2.14033,-0.0434559,-0.00954849
202,1684.98,967.892,-0.202301,-2.13799,-0.0348879,-0.0114182
203,1684.85,967.708,-0.216716,-2.1371,-0.0309254,-0.0127033
204,1684.76,967.542,-0.207944,-2.13559,-0.0353543,-0.0123362
205,1684.64,967.346,-0.202743,-2.13423,-0.0364651,-0.011713
206,1684.53,967.181,-0.211552,-2.13406,-0.0371294,-0.0120102
207,1684.41,966.984,-0.212891,-2.13195,-0.0366151,-0.012139
208,1684.31,966.835,-0.211399,-2.13069,-0.0370311,-0.0116956
209,1684.19,966.655,-0.209096,-2.12954,-0.0350527,-0.0115345
210,1684.1,966.504,-0.19009,-2.12735,-0.037225,-0.0114713
211,1683.96,966.295,-0.192004,-2.12676,-0.0373928,-0.0117884
212,1683.84,966.122,-0.202489,-2.12667,-0.0385803,-0.0126288
213,1683.73,965.936,-0.195532,-2.12498,-0.0392772,-0.0123
214,1683.6,965.735,-0.192676,-2.12456,-0.0454563,-0.0135344
215,1683.51,965.57,-0.196182,-2.12203,-0.0457566,-0.0134
216,1683.37,965.373,-0.207085,-2.1225,-0.0463877,-0.0137436
217,1683.25,965.172,-0.217425,-2.12076,-0.0461905,-0.0135193
218,1683.14,964.983,-0.230038,-2.11987,-0.0475106,-0.0138281
219,1683.01,964.786,-0.211404,-2.11882,-0.0501858,-0.0132876
220,1682.89,964.58,-0.22091,-2.11734,-0.051137,-0.0131188
221,1682.78,964.393,-0.235532,-2.115,-0.0505552,-0.0132368
222,1682.64,964.185,-0.228987,-2.11493,-0.0512694,-0.0134128
223,1682.53,963.986,-0.230891,-2.11359,-0.0516913,-0.0136746
224,1682.39,963.773,-0.213712,-2.11384,-0.0533265,-0.0130486
225,1682.28,963.567,-0.246372,-2.11201,-0.051933,-0.0145275
226,1682.13,963.337,-0.297467,-2.11214,-0.0523438,-0.0141082
227,1682.01,963.129,-0.32842,-2.11113,-0.0511411,-0.0147579
228,1681.87,962.897,-0.300399,-2.11092,-0.0530402,-0.0146457
229,1681.77,962.691,-0.317612,-2.10876,-0.0518585,-0.0152984
230,1681.61,962.446,-0.521619,-2.11012,-0.0482786,-0.0101186
231,1681.49,962.218,-0.517762,-2.10965,-0.0497111,-0.0100803
232,1681.36,962.002,-0.524505,-2.109,-0.0498412,-0.00993104
233,1681.21,961.755,-0.535861,-2.1085,-0.048846,-0.0113686
234,1681.05,961.529,-0.557372,-2.10849,-0.0492792,-0.0120418
235,1680.92,961.289,-0.54743,-2.10782,-0.0507494,-0.012011
236,1680.78,961.047,-0.507623,-2.10722,-0.0519956,-0.0110391
237,1680.64,960.808,-0.405945,-2.10794,-0.049164,-0.0063288
238,1680.48,960.59,-0.397399,-2.10888,-0.0484859,-0.0066533
239,1680.35,960.342,-0.411816,-2.10834,-0.0481468,-0.00744935
240,1680.23,960.101,-0.437723,-2.10824,-0.0473267,-0.00840816
241,1680.06,959.842,-0.450423,-2.10962,-0.0472817,-0.00823333
242,1679.98,959.611,-0.516629,-2.10859,-0.037776,-0.00849367
243,1679.83,959.341,-0.534758,-2.10936,-0.0385792,-0.0102421
244,1679.71,959.093,-0.641083,-2.11034,-0.0335904,-0.00889768
245,1679.57,958.821,-0.608731,-2.11151,-0.0357636,-0.00520255
246,1679.43,958.589,-0.545067,-2.1115,-0.0355951,-0.00404126
247,1679.27,958.355,-0.537525,-2.11196,-0.0362075,-0.00496375
248,1679.12,958.097,-0.546611,-2.11181,-0.0375649,-0.00672406
249,1679,957.84,-0.618241,-2.1123,-0.0332733,-0.0031877
250,1678.89,957.612,-0.541877,-2.11293,-0.0360818,0.00137212
251,1678.73,957.408,-0.554711,-2.1139,-0.0368432,0.00305081
252,1678.6,957.231,-0.587895,-2.11611,-0.0371248,0.00224296
253,1678.48,957.013,-0.625264,-2.11748,-0.0373241,0.00110324
254,1678.32,956.817,-0.625135,-2.11735,-0.0384679,0.00209175
255,1678.17,956.592,-0.634931,-2.11866,-0.0388744,0.0014627
256,1678.01,956.341,-0.636354,-2.11939,-0.0398538,0.00116281
257,1677.88,956.121,-0.688822,-2.12053,-0.0382955,-0.000400254
258,1677.75,955.895,-0.714366,-2.12251,-0.0395958,-0.00352569
259,1677.64,955.618,-0.681676,-2.1249,-0.0396011,-0.00114343
260,1677.47,955.346,-0.735808,-2.12535,-0.0374533,-0.00158958
261,1677.31,955.095,-0.73882,-2.12508,-0.0375494,-0.000367523
262,1677.14,954.836,-0.717146,-2.12482,-0.0411784,0.00103536
263,1676.99,954.628,-0.589746,-2.12533,-0.0413807,0.00405765
264,1676.85,954.402,-0.581019,-2.12617,-0.0420141,0.00470038
265,1676.68,954.183,-0.626583,-2.12603,-0.0418352,0.00366481
266,1676.53,953.939,-0.575453,-2.12756,-0.0418216,0.00496355
267,1676.41,953.766,-0.545819,-2.1276,-0.0369409,0.00282647
268,1676.26,953.534,-0.547676,-2.12763,-0.0361035,0.000947455
269,1676.17,953.374,-0.554606,-2.12783,-0.0293033,0.000257136
270,1676.01,953.135,-0.539842,-2.12957,-0.0326121,0.000733203
271,1675.87,952.921,-0.562248,-2.12952,-0.0327287,0.00195292
272,1675.73,952.661,-0.605204,-2.12934,-0.0347737,0.00471777
273,1675.54,952.44,-0.541969,-2.12816,-0.0383176,0.00249872
274,1675.38,952.238,-0.51762,-2.12855,-0.0379393,0.00284067
275,1675.24,952.022,-0.4192,-2.1287,-0.0391714,0.00630934
276,1675.08,951.765,-0.395303,-2.12847,-0.0422053,0.00724167
277,1674.95,951.466,-0.291043,-2.12767,-0.0501015,0.0129005
278,1674.78,951.28,-0.333212,-2.12572,-0.0472905,0.0101107
279,1674.65,951.032,-0.306337,-2.12379,-0.049713,0.010878
280,1674.52,950.79,-0.305096,-2.12107,-0.0515615,0.0113658
281,1674.39,950.552,-0.318169,-2.11637,-0.0522562,0.0112099
282,1674.2,950.245,-0.314624,-2.11412,-0.0574002,0.0116527
283,1674.04,950.048,-0.344632,-2.107,-0.0517267,0.00819385
284,1673.88,949.772,-0.339315,-2.10082,-0.0536005,0.00900653
285,1673.74,949.543,-0.216809,-2.09477,-0.0504159,0.0127173
286,1673.66,949.368,-0.0777176,-2.08869,-0.0419339,0.00763199
287,1673.51,949.095,-0.0766247,-2.0786,-0.0424428,0.00816145
288,1673.39,948.951,-0.123003,-2.07378,-0.0402166,0.00810434
289,1673.25,948.657,-0.0990083,-2.0619,-0.0401327,0.00896406
290,1673.14,948.465,-0.114282,-2.05474,-0.0398776,0.00771183
291,1673,948.19,-0.131723,-2.04204,-0.0381818,0.00554791
292,1672.87,947.999,-0.144556,-2.03418,-0.0383551,0.00435937
293,1672.79,947.713,-0.151823,-2.02096,-0.0405466,0.00454937
294,1672.68,947.502,-0.163096,-2.01183,-0.0417689,0.00505157
295,1672.52,947.231,-0.273565,-1.99742,-0.0430831,-0.00105262
296,1672.41,947.032,-0.434119,-1.98661,-0.0358555,-0.00383048
297,1672.3,946.75,-0.332433,-1.97281,-0.0351896,-4.19814e-05
298,1672.2,946.53,-0.231754,-1.95829,-0.0339689,0.00467611
299,1672.07,946.189,-0.176865,-1.94103,-0.0339162,0.0055038
300,1671.94,946.005,-0.159669,-1.9324,-0.0331326,0.00458669
301,1671.83,945.675,-0.162521,-1.91475,-0.0349288,0.00456436
302,1671.73,945.442,-0.162015,-1.904,-0.0382626,0.00544481
303,1671.64,945.152,-0.167421,-1.88595,-0.0364864,0.00413429
304,1671.57,944.926,-0.185249,-1.87397,-0.0375352,0.00399674
305,1671.14,944.936,-0.426666,-1.86292,-0.0281079,0.00461315
306,1671.06,944.733,-0.398495,-1.85074,-0.0319514,0.00467336
307,1670.98,944.449,-0.438096,-1.82982,-0.0252241,0.00306465
308,1670.94,944.289,-0.373063,-1.81777,-0.0252923,0.00493694
309,1670.89,943.914,-0.132002,-1.79595,-0.0377389,0.0147733
310,1670.82,943.649,-0.0970746,-1.78207,-0.0386676,0.0139514
311,1670.77,943.436,-0.23395,-1.76208,-0.0285057,0.009842
312,1670.69,943.085,-0.114029,-1.74782,-0.0394455,0.0129852
313,1670.63,942.827,-0.156475,-1.7276,-0.0333354,0.00991136
314,1670.59,942.589,-0.169764,-1.7142,-0.03348,0.00929438
315,1670.55,942.27,-0.171497,-1.69395,-0.0355559,0.010263
316,1670.48,941.981,-0.156719,-1.67925,-0.040518,0.0100712
317,1670.47,941.662,-0.115347,-1.65846,-0.0435898,0.0107177
318,1670.45,941.399,-0.14214,-1.64325,-0.0443816,0.0101797
319,1670.43,941.089,-0.180886,-1.62168,-0.0447309,0.0138674
320,1670.4,940.81,-0.123331,-1.60753,-0.0454309,0.0126507
321,1670.37,940.455,-0.171303,-1.58559,-0.0453139,0.0125832
322,1670.43,940.16,-0.128168,-1.56997,-0.0477857,0.0112366
323,1670.39,939.851,-0.156874,-1.54888,-0.0482848,0.0120572
324,1670.38,939.609,-0.207639,-1.53642,-0.0474836,0.0102688
325,1670.44,939.266,-0.196409,-1.51432,-0.0490866,0.00999643
326,1670.5,939.065,-0.188089,-1.50123,-0.0503346,0.0107101
327,1670.52,938.745,-0.196827,-1.47944,-0.0517913,0.0119422
328,1670.86,938.284,-0.114611,-1.46031,-0.05089,0.00996122
329,1670.84,937.947,-0.241174,-1.43656,-0.0461613,0.00760144
330,1670.85,937.69,-0.204297,-1.4226,-0.0494404,0.00828948
331,1670.87,937.36,-0.216607,-1.39921,-0.0488824,0.00800456
332,1670.91,937.118,-0.143846,-1.38787,-0.052585,0.00730315
333,1671.01,936.795,-0.138074,-1.36674,-0.0532514,0.00724338
334,1671.06,936.543,-0.167589,-1.35561,-0.0530305,0.00722247
335,1671.13,936.344,-0.295151,-1.33346,-0.0340571,0.0110299
336,1671.19,936.146,-0.409642,-1.32114,-0.0291908,0.0162052
337,1671.25,935.821,-0.383598,-1.2978,-0.0306093,0.0150584
338,1671.36,935.624,-0.397754,-1.28503,-0.0315331,0.0138693
339,1671.43,935.317,-0.439177,-1.26344,-0.0314937,0.0139362
340,1671.49,935.099,-0.47058,-1.25106,-0.0313588,0.0156958
341,1671.6,934.787,-0.406335,-1.23274,-0.0342907,0.0165731
342,1671.67,934.547,-0.304636,-1.2189,-0.0370932,0.0182731
343,1671.39,934.617,-0.0109904,-1.20501,-0.0410467,0.00964693
344,1671.41,934.324,-0.0259956,-1.19167,-0.041328,0.0113039
345,1671.48,934.056,-0.00439228,-1.17127,-0.0410128,0.00931587
346,1671.63,933.812,0.0898337,-1.15887,-0.0466098,0.0111874
347,1671.76,933.581,0.0343303,-1.1395,-0.0450445,0.00931846
348,1671.87,933.316,-0.00242546,-1.12896,-0.0425954,0.00782673
349,1671.98,933.091,-0.0810548,-1.10767,-0.0408914,0.007867
350,1672.17,932.757,-0.02594,-1.09363,-0.0440962,0.00823063
351,1672.62,932.276,0.112552,-1.07321,-0.0438612,0.00485574
352,1672.81,932.095,0.0524032,-1.05541,-0.0414551,0.00576102
353,1672.93,931.792,0.0305904,-1.03581,-0.0458171,0.00765212
354,1673.08,931.549,0.0318447,-1.02526,-0.0459212,0.00765265
355,1673.25,931.284,0.0395923,-1.0063,-0.0461124,0.00689495
356,1673.37,931.044,0.0367911,-0.993793,-0.0436462,0.00640417
357,1673.55,930.788,-0.00334655,-0.974816,-0.0425033,0.00368012
358,1673.67,930.545,-0.00384334,-0.963971,-0.0429077,0.00395976
359,1673.84,930.328,-0.0177202,-0.94491,-0.0425199,0.00200778
360,1674,930.118,-0.07312,-0.934318,-0.0421675,0.00251806
361,1674.17,929.902,-0.25477,-0.91939,-0.0392014,0.00135168
362,1674.26,929.668,-0.312144,-0.909215,-0.0387213,0.0011972
363,1674.47,929.465,-0.303573,-0.893008,-0.0388541,0.00128313
364,1674.64,929.262,-0.314027,-0.881461,-0.0407592,0.000618011
365,1674.81,929.073,-0.347438,-0.865347,-0.0401139,0.000673396
366,1674.63,929.13,-0.377344,-0.85735,-0.036613,0.000183237
367,1674.86,928.946,-0.29404,-0.843868,-0.039188,0.00047172
368,1675.06,928.767,-0.313976,-0.835629,-0.0345412,0.00185321
369,1675.24,928.62,-0.307627,-0.826083,-0.0345694,0.00123185
370,1675.39,928.433,-0.279901,-0.81655,-0.0328207,-0.00189046
371,1675.57,928.2,-0.458261,-0.804792,-0.030081,-0.0049355
372,1676.06,927.69,-0.164358,-0.792623,-0.0304145,-0.0144973
373,1676.29,927.488,-0.160742,-0.781789,-0.0317565,-0.0142262
374,1676.47,927.283,-0.211685,-0.775283,-0.0315446,-0.0138778
375,1676.68,927.086,-0.217432,-0.764115,-0.0315642,-0.0154733
376,1676.87,926.906,-0.328983,-0.759394,-0.0296433,-0.0150655
377,1676.72,926.95,-0.28316,-0.752494,-0.0267374,-0.0171231
378,1676.93,926.733,-0.259885,-0.746995,-0.0281235,-0.0178272
