id,x,y,z,yaw,pitch,roll
58,1705.82,999.249,-0.0225459,-2.16607,-0.0525986,-0.0266883
59,1705.68,999.042,-0.0137277,-2.16487,-0.0537385,-0.0270525
60,1705.55,998.842,0.0334009,-2.16259,-0.0535854,-0.0293974
61,1705.4,998.619,0.0360075,-2.16112,-0.0545683,-0.029392
62,1705.22,998.361,0.0382607,-2.15814,-0.0562818,-0.0281374
63,1705.1,998.092,-0.152953,-2.15727,-0.0575621,-0.014109
64,1704.97,997.892,-0.150043,-2.15441,-0.0579939,-0.0143665
65,1704.8,997.626,-0.200322,-2.15262,-0.0565247,-0.0159921
66,1704.63,997.366,-0.233499,-2.1501,-0.0578992,-0.0137604
67,1704.47,997.14,-0.21761,-2.14921,-0.0586291,-0.0141201
68,1704.32,996.916,-0.213342,-2.14721,-0.0596288,-0.0143466
69,1704.18,996.703,-0.176934,-2.14625,-0.0601993,-0.0172462
70,1704,996.442,-0.168922,-2.14433,-0.0611746,-0.0180754
71,1703.86,996.255,-0.15111,-2.14261,-0.0616013,-0.0199856
72,1703.72,996.019,-0.15333,-2.14113,-0.063,-0.0208813
73,1703.55,995.779,-0.15563,-2.14054,-0.0632715,-0.0224628
74,1703.49,995.601,-0.1528,-2.13648,-0.0470148,-0.0198043
75,1703.34,995.36,-0.13206,-2.13477,-0.0467649,-0.0187295
76,1703.17,995.107,-0.123685,-2.13334,-0.0478439,-0.0186681
77,1702.85,994.639,-0.0636519,-2.13147,-0.0493848,-0.0214691
78,1702.67,994.381,-0.0571321,-2.13076,-0.0512008,-0.0218757
79,1702.52,994.143,-0.0551761,-2.12913,-0.0517663,-0.0216893
80,1702.39,993.919,-0.0543592,-2.1299,-0.0526285,-0.0220652
81,1702.22,993.656,-0.0462791,-2.12908,-0.0536269,-0.0225028
82,1702.07,993.42,-0.0358888,-2.13068,-0.0542584,-0.0235813
83,1701.86,993.123,-0.0135899,-2.1309,-0.0572227,-0.0251784
84,1701.7,992.879,0.00876655,-2.1314,-0.0580464,-0.0258453
85,1701.53,992.621,0.0304843,-2.1329,-0.0591631,-0.0265199
86,1701.37,992.372,0.0588547,-2.1334,-0.0602666,-0.0275385
87,1701.19,992.095,0.096536,-2.13356,-0.0568448,-0.0253022
88,1701.05,991.84,0.00263461,-2.13344,-0.0576639,-0.0178508
89,1700.9,991.604,0.024416,-2.13518,-0.0579382,-0.0183004
90,1700.7,991.315,0.0411313,-2.13708,-0.0592791,-0.0186969
91,1700.55,991.084,0.117231,-2.13943,-0.0524552,-0.0167279
92,1700.42,990.843,-0.0533785,-2.1379,-0.042122,-0.0218248
93,1700.24,990.555,-0.182588,-2.14077,-0.0436252,-0.0143118
94,1700.12,990.324,-0.171188,-2.14192,-0.0429721,-0.015972
95,1700.07,989.986,-0.275264,-2.1366,-0.0409832,-0.00966362
96,1699.96,989.762,-0.236171,-2.13874,-0.0390024,-0.00476206
97,1699.78,989.518,-0.112018,-2.14118,-0.0350566,-0.00538223
98,1699.61,989.309,-0.0549464,-2.14153,-0.0360385,-0.00943415
99,1699.41,989.003,-0.052577,-2.14382,-0.0369824,-0.00943316
100,1699.2,988.71,-0.0549197,-2.1441,-0.0388919,-0.00890483
101,1699.08,988.551,-0.0569314,-2.14853,-0.0397122,-0.00897358
102,1698.88,988.249,-0.0669633,-2.14996,-0.0418503,-0.0089094
103,1698.74,988.032,-0.0717863,-2.15342,-0.0431806,-0.00867583
104,1698.56,987.763,-0.075953,-2.15476,-0.0438449,-0.00844533
105,1698.37,987.508,-0.026466,-2.15783,-0.0443443,-0.0120912
106,1698.23,987.29,-0.0250896,-2.15899,-0.0445659,-0.0114163
107,1698.07,987.047,-0.0427798,-2.16016,-0.0444823,-0.0095575
108,1697.9,986.79,-0.0574193,-2.16239,-0.0464493,-0.00819542
109,1697.76,986.502,-0.0131188,-2.1665,-0.0420611,-0.00049802
110,1697.61,986.283,-0.0111073,-2.1672,-0.0431839,-0.0010572
111,1697.45,986.09,0.0409955,-2.16965,-0.0439626,-0.00544412
112,1697.29,985.861,0.02927,-2.17024,-0.0435897,-0.00620805
113,1697.12,985.565,-0.0367267,-2.16923,-0.0407906,-0.0107958
114,1697.01,985.394,-0.0435328,-2.17087,-0.0413408,-0.00861271
115,1696.82,985.126,-0.0472756,-2.17275,-0.0423012,-0.00678318
116,1696.67,984.913,-0.0410213,-2.17471,-0.0430142,-0.00742004
117,1696.54,984.739,-0.00523665,-2.17738,-0.0430751,-0.0100873
118,1696.39,984.533,-8.61071e-05,-2.17871,-0.0438537,-0.0101179
119,1696.2,984.269,-0.00620398,-2.18226,-0.0445052,-0.00911534
120,1696.09,984.104,-0.0129165,-2.18362,-0.0453817,-0.00901768
121,1695.94,983.9,-0.0167933,-2.18623,-0.0461702,-0.00851552
122,1695.8,983.688,-0.0284741,-2.18699,-0.0477991,-0.00754656
123,1695.66,983.501,-0.0347523,-2.18958,-0.0483982,-0.00754191
124,1695.56,983.352,-0.0414845,-2.19013,-0.0493703,-0.00709823
125,1695.42,983.156,-0.0587143,-2.19137,-0.0497046,-0.00548878
126,1695.26,982.915,-0.0627354,-2.19267,-0.0504676,-0.00531013
127,1695.12,982.719,-0.0821748,-2.19367,-0.0509591,-0.00384856
128,1694.96,982.482,-0.12195,-2.19463,-0.0519633,-3.90451e-05
129,1694.7,982.181,-0.0999818,-2.19403,-0.0470371,-0.0157844
130,1694.56,981.967,-0.121377,-2.19395,-0.0477944,-0.0147159
131,1694.48,981.871,-0.13565,-2.19556,-0.0474614,-0.0142471
132,1694.26,981.576,-0.15107,-2.19624,-0.0473354,-0.0140296
133,1694.14,981.396,-0.156336,-2.19757,-0.0479244,-0.0137565
134,1693.98,981.169,-0.178458,-2.19884,-0.0473402,-0.012958
135,1693.82,980.967,-0.0975396,-2.19973,-0.0406709,-0.015336
136,1693.71,980.825,-0.0992305,-2.20069,-0.0428192,-0.0142888
137,1693.55,980.624,-0.0955392,-2.20151,-0.0434447,-0.0133281
138,1693.44,980.397,-0.0514746,-2.20267,-0.044293,-0.0053304
139,1693.31,980.23,-0.0507973,-2.20366,-0.045385,-0.00415255
140,1693.18,980.039,-0.0415617,-2.20428,-0.0460707,-0.00322185
141,1692.96,979.734,-0.0512549,-2.20426,-0.0456489,-0.00205054
142,1692.8,979.521,-0.0478474,-2.20272,-0.0455973,-0.00397792
143,1692.67,979.342,-0.0373999,-2.2017,-0.0457883,-0.00516252
144,1692.53,979.175,-0.0329049,-2.20177,-0.0461413,-0.00569983
145,1692.36,978.94,-0.0352137,-2.20082,-0.0473892,-0.00571574
146,1692.22,978.729,-0.0423882,-2.20064,-0.0484346,-0.00511025
147,1692.11,978.591,-0.0513042,-2.20145,-0.0491967,-0.00493874
148,1691.99,978.418,-0.055546,-2.20041,-0.0494397,-0.00502346
149,1691.9,978.294,-0.0508239,-2.19972,-0.0498735,-0.00487682
150,1691.8,978.17,-0.0533113,-2.19864,-0.0506315,-0.00387579
151,1691.59,977.878,-0.055973,-2.19742,-0.0514406,-0.00351075
152,1691.53,977.815,-0.0666545,-2.19761,-0.0518085,-0.00272707
153,1691.23,977.435,-0.169582,-2.19916,-0.0496187,0.000644583
154,1691.08,977.217,-0.219122,-2.19839,-0.0480603,0.00272003
155,1690.92,976.998,-0.221449,-2.19684,-0.0491327,0.00328379
156,1690.82,976.866,-0.222334,-2.19516,-0.0497202,0.00303995
157,1690.67,976.651,-0.232194,-2.19374,-0.0499646,0.0032655
158,1690.5,976.501,-0.00879627,-2.19262,-0.0411569,-0.000806803
159,1690.36,976.252,0.01404,-2.18935,-0.0412992,-0.00157803
160,1690.2,976.045,0.0215609,-2.18852,-0.0425605,-0.00176431
161,1690.04,975.846,0.0309254,-2.18755,-0.0431532,-0.0028183
162,1689.93,975.646,0.0190882,-2.1846,-0.0440543,-0.00188998
163,1689.8,975.476,0.0296877,-2.1832,-0.0451662,-0.00166792
164,1689.68,975.304,0.0289057,-2.18175,-0.0465777,-0.000240731
165,1689.52,975.091,0.0401432,-2.18012,-0.0453327,-0.0019481
166,1689.34,974.837,0.053554,-2.17859,-0.0452814,-0.00347961
167,1689.25,974.686,0.0676078,-2.17494,-0.0463396,-0.00349262
168,1689.1,974.489,0.0822269,-2.17453,-0.0470152,-0.00394342
169,1688.99,974.305,0.079677,-2.17211,-0.0489204,-0.00371779
170,1688.85,974.115,0.0912717,-2.17017,-0.0490789,-0.00452288
171,1688.69,973.866,0.0958075,-2.16709,-0.049068,-0.00557688
172,1688.53,973.635,0.0951958,-2.16634,-0.0493907,-0.00508537
173,1688.49,973.526,0.0891082,-2.1661,-0.0499323,-0.00422307
174,1688.28,973.275,0.138522,-2.16133,-0.048089,-0.00264638
175,1688.09,973,0.2078,-2.15944,-0.044842,-0.00307966
176,1688.03,972.887,0.202919,-2.15846,-0.0478131,-0.00160669
177,1687.89,972.67,0.194484,-2.15619,-0.0495117,-0.00159493
178,1687.72,972.446,0.205593,-2.15507,-0.0498181,-0.00182412
179,1687.58,972.246,0.197931,-2.15405,-0.0513835,-0.0018847
180,1687.41,971.985,0.170939,-2.15399,-0.0479965,-0.00594787
181,1687.27,971.768,0.129113,-2.15389,-0.0515191,-0.00741533
182,1687.15,971.628,0.00542146,-2.15181,-0.0522746,-0.0120267
183,1687,971.165,-0.0671864,-2.16153,-0.0521027,-0.0155045
184,1686.89,970.998,-0.0874708,-2.1603,-0.0516164,-0.0154869
185,1686.79,970.827,-0.124679,-2.15882,-0.0500327,-0.017512
186,1686.67,970.626,-0.130398,-2.15846,-0.0498047,-0.0176478
187,1686.54,970.44,-0.137141,-2.15714,-0.0500444,-0.0174057
188,1686.42,970.232,-0.125526,-2.15836,-0.040076,-0.0222198
189,1686.31,970.068,-0.127844,-2.15602,-0.0406558,-0.0221928
190,1686.2,969.917,-0.126877,-2.15516,-0.0412108,-0.022316
191,1686.07,969.721,-0.131257,-2.1532,-0.0410185,-0.020988
192,1686.01,969.528,-0.189477,-2.15293,-0.0431208,-0.0125866
193,1685.9,969.362,-0.19682,-2.15098,-0.0428195,-0.0123949
194,1685.78,969.169,-0.215743,-2.15062,-0.0421292,-0.0112854
195,1685.7,969.019,-0.228126,-2.14838,-0.0406198,-0.0118132
196,1685.57,968.848,-0.229273,-2.1477,-0.0418506,-0.0118191
197,1685.45,968.668,-0.232548,-2.14617,-0.0431695,-0.0113979
198,1685.34,968.496,-0.229666,-2.1457,-0.0445569,-0.0104899
199,1685.25,968.325,-0.234904,-2.14363,-0.044203,-0.0100934
200,1685.13,968.143,-0.278067,-2.14296,-0.0430533,-0.0120622
201,1685.04,968,-0.276641,-2.14072,-0.042214,-0.0130317
202,1684.94,967.844,-0.263475,-2.13941,-0.0404635,-0.013127
203,1684.81,967.657,-0.267382,-2.13807,-0.0404287,-0.0145352
204,1684.71,967.495,-0.252541,-2.13706,-0.0420834,-0.013817
205,1684.6,967.306,-0.234685,-2.13609,-0.0438083,-0.0128409
206,1684.51,967.158,-0.217277,-2.1352,-0.0417258,-0.0130327
207,1684.39,966.974,-0.222382,-2.13304,-0.0397366,-0.0134587
208,1684.28,966.804,-0.222385,-2.13186,-0.0419526,-0.0132786
209,1684.17,966.631,-0.222779,-2.12965,-0.0420476,-0.0130979
210,1684.06,966.449,-0.220226,-2.12964,-0.0444284,-0.0126285
211,1683.93,966.257,-0.214288,-2.12862,-0.0450013,-0.0131337
212,1683.81,966.085,-0.218082,-2.12785,-0.0449676,-0.0132749
213,1683.69,965.888,-0.209793,-2.1268,-0.0456499,-0.0134646
214,1683.59,965.726,-0.198968,-2.12522,-0.0463705,-0.0138872
215,1683.49,965.548,-0.195274,-2.12305,-0.0465096,-0.0135979
216,1683.37,965.36,-0.198288,-2.12302,-0.047955,-0.0133515
217,1683.26,965.17,-0.1848,-2.12135,-0.0484221,-0.0126543
218,1683.13,964.979,-0.187317,-2.12053,-0.0501444,-0.0127108
219,1683.02,964.746,-0.0449986,-2.11989,-0.0560633,-0.005747
220,1682.91,964.545,-0.0336785,-2.11802,-0.0584519,-0.00534285
221,1682.8,964.367,-0.0387095,-2.11653,-0.0585506,-0.00549546
222,1682.67,964.166,-0.0310603,-2.11596,-0.0598818,-0.00564325
223,1682.55,963.954,-0.034365,-2.11504,-0.0603862,-0.0058524
224,1682.41,963.751,-0.0434399,-2.11475,-0.0602983,-0.0064696
225,1682.29,963.53,-0.0436457,-2.11354,-0.0602979,-0.00706171
226,1682.14,963.302,-0.0452627,-2.11341,-0.0611495,-0.00696718
227,1682,963.08,-0.0465489,-2.11242,-0.0618158,-0.00726368
228,1681.87,962.862,-0.0533062,-2.1115,-0.0617056,-0.00784919
229,1681.74,962.642,-0.0722174,-2.11028,-0.0618565,-0.00846919
230,1681.59,962.414,-0.0656971,-2.11071,-0.0633981,-0.00882879
231,1681.45,962.184,-0.080707,-2.11036,-0.0629338,-0.00878482
232,1681.33,961.97,-0.124751,-2.10926,-0.0598863,-0.0116267
233,1681.19,961.725,-0.128361,-2.10884,-0.0589719,-0.0120574
234,1681.05,961.491,-0.136759,-2.10839,-0.0598761,-0.0120593
235,1680.89,961.278,-0.217801,-2.10822,-0.0552167,-0.0137803
236,1680.81,961.039,-0.366443,-2.10806,-0.0505138,-0.00520706
237,1680.66,960.807,-0.374161,-2.10817,-0.0499606,-0.00524002
238,1680.52,960.588,-0.392185,-2.10886,-0.0490835,-0.00611567
239,1680.37,960.349,-0.403795,-2.10855,-0.0486101,-0.00706185
240,1680.24,960.112,-0.425412,-2.10893,-0.0474897,-0.00806419
241,1680.07,959.845,-0.429284,-2.11019,-0.0485405,-0.00788995
242,1679.97,959.627,-0.477527,-2.10912,-0.0389046,-0.00833889
243,1679.85,959.35,-0.525879,-2.10963,-0.0384705,-0.0103086
244,1679.71,959.111,-0.62755,-2.11068,-0.0330904,-0.00898908
245,1679.58,958.84,-0.565207,-2.11163,-0.0352574,-0.00617678
246,1679.43,958.615,-0.512411,-2.11189,-0.0346291,-0.00339116
247,1679.29,958.374,-0.469502,-2.11198,-0.0327461,-0.00132503
248,1679.15,958.117,-0.51168,-2.11229,-0.0316003,-0.00118279
249,1679,957.872,-0.535079,-2.11233,-0.0323167,-0.000675485
250,1678.88,957.63,-0.520123,-2.11337,-0.0358421,0.00130443
251,1678.72,957.423,-0.529136,-2.11508,-0.0371313,0.00236001
252,1678.61,957.237,-0.601119,-2.11643,-0.035619,0.0024645
253,1678.47,957.011,-0.581006,-2.11795,-0.0404529,-8.44628e-05
254,1678.32,956.821,-0.591738,-2.11766,-0.0407109,0.000332866
255,1678.17,956.596,-0.621684,-2.11904,-0.0390968,0.00062752
256,1678,956.347,-0.623839,-2.11993,-0.0406486,-9.13432e-05
257,1677.87,956.136,-0.663945,-2.1212,-0.0395551,-0.00095523
258,1677.73,955.886,-0.688898,-2.12278,-0.0402426,-0.00387749
259,1677.62,955.625,-0.644693,-2.12525,-0.0409592,-0.00224188
260,1677.46,955.349,-0.711694,-2.12603,-0.0384937,-0.00203229
261,1677.3,955.11,-0.71678,-2.12553,-0.0390729,-0.000446448
262,1677.13,954.849,-0.711704,-2.12512,-0.0409871,0.000764486
263,1677,954.631,-0.584952,-2.12595,-0.0417339,0.00418238
264,1676.84,954.406,-0.577019,-2.1267,-0.0426681,0.00436089
265,1676.67,954.181,-0.59617,-2.12713,-0.0445474,0.0034019
266,1676.52,953.937,-0.57216,-2.1281,-0.0444342,0.00449319
267,1676.38,953.729,-0.56052,-2.12817,-0.0435027,0.00340191
268,1676.27,953.544,-0.514162,-2.12841,-0.0366506,0.000765745
269,1676.16,953.387,-0.501859,-2.12834,-0.030958,-0.00098484
270,1676,953.137,-0.523264,-2.12978,-0.0325305,0.000375691
271,1675.87,952.923,-0.554799,-2.12994,-0.032101,0.00160773
272,1675.74,952.674,-0.584459,-2.12949,-0.0333233,0.00516055
273,1675.56,952.47,-0.578665,-2.12896,-0.0328969,0.00442479
274,1675.42,952.251,-0.569811,-2.12884,-0.0341872,0.00421364
275,1675.27,952.029,-0.47076,-2.12875,-0.0362587,0.00753284
276,1675.09,951.775,-0.440458,-2.12865,-0.0395413,0.00761684
277,1674.94,951.468,-0.265987,-2.12795,-0.0508943,0.0137527
278,1674.79,951.225,-0.307436,-2.1266,-0.0536293,0.0121215
279,1674.65,950.974,-0.227996,-2.1243,-0.0599201,0.0135906
280,1674.5,950.747,-0.238915,-2.12235,-0.0589494,0.0127822
281,1674.37,950.514,-0.252083,-2.11845,-0.0589741,0.012769
282,1674.2,950.286,-0.290937,-2.11527,-0.0576346,0.0113097
283,1674.06,950.061,-0.344626,-2.10728,-0.0516753,0.00807111
284,1673.9,949.803,-0.324078,-2.10298,-0.0533242,0.00930985
285,1673.77,949.572,-0.175361,-2.09511,-0.0497493,0.0137883
286,1673.66,949.38,-0.0861261,-2.08822,-0.0398854,0.00746422
287,1673.53,949.159,-0.111763,-2.07924,-0.0390424,0.00786471
288,1673.4,948.96,-0.136317,-2.07291,-0.0385665,0.00825319
289,1673.25,948.667,-0.0935056,-2.06189,-0.0402189,0.0095528
290,1673.13,948.495,-0.086358,-2.0554,-0.0410265,0.00863548
291,1673,948.207,-0.094531,-2.04294,-0.0408938,0.00607733
292,1672.9,948.019,-0.107657,-2.03437,-0.040895,0.00552055
293,1672.77,947.731,-0.0810672,-2.02055,-0.0465721,0.00529988
294,1672.65,947.49,-0.0869616,-2.0117,-0.0501608,0.00612572
295,1672.53,947.192,-0.0869521,-1.99714,-0.0527476,0.00666895
296,1672.42,947.006,-0.117509,-1.98743,-0.0497028,0.00662026
297,1672.31,946.713,-0.078383,-1.97345,-0.0506544,0.00830544
298,1672.19,946.453,-0.0994643,-1.95961,-0.0496731,0.0086281
299,1672.05,946.136,-0.0633339,-1.94238,-0.051843,0.00901292
300,1671.93,945.903,-0.0344944,-1.93318,-0.0539964,0.0101047
301,1671.8,945.589,-0.0295581,-1.91523,-0.0534418,0.00837375
302,1671.75,945.424,-0.14819,-1.90375,-0.0444066,0.007158
303,1671.67,945.097,-0.162667,-1.88531,-0.0452212,0.00662636
304,1671.57,944.94,-0.175029,-1.87343,-0.0384805,0.00470942
305,1671.11,944.885,-0.331554,-1.86275,-0.0369672,0.00387527
306,1671.03,944.679,-0.323646,-1.84988,-0.0378648,0.00356865
307,1670.94,944.349,-0.379542,-1.82968,-0.0402985,0.00642908
308,1670.9,944.19,-0.361823,-1.81738,-0.0378811,0.00647981
309,1670.91,943.93,-0.104506,-1.79584,-0.0389727,0.0172728
310,1670.82,943.653,-0.0773008,-1.78245,-0.0396236,0.0162277
311,1670.77,943.337,-0.110667,-1.76105,-0.0401305,0.0161601
312,1670.71,943.095,-0.0726763,-1.74878,-0.0409522,0.0156555
313,1670.63,942.727,-0.10597,-1.72729,-0.041677,0.0161193
314,1670.57,942.498,-0.108084,-1.71521,-0.0425565,0.0163948
315,1670.54,942.185,-0.10572,-1.69355,-0.0440339,0.0160709
316,1670.5,941.916,-0.079785,-1.68053,-0.0482619,0.0165229
317,1670.49,941.664,-0.152527,-1.6589,-0.0459106,0.0132855
318,1670.49,941.399,-0.135727,-1.6433,-0.0473757,0.0118533
319,1670.44,941.091,-0.157747,-1.62264,-0.0469906,0.0169401
320,1670.4,940.799,-0.0878141,-1.60857,-0.0484262,0.0154833
321,1670.38,940.444,-0.132386,-1.58607,-0.0475783,0.0143466
322,1670.73,939.912,-0.0512249,-1.56639,-0.0495563,0.00932565
323,1670.74,939.615,-0.0598486,-1.54402,-0.0497789,0.00896735
324,1670.71,939.351,-0.0973104,-1.53076,-0.0500301,0.00779699
325,1670.75,939.035,-0.0876592,-1.50866,-0.0499476,0.00633516
326,1670.77,938.8,-0.0535294,-1.49604,-0.053149,0.00780958
327,1670.5,938.793,-0.261723,-1.47994,-0.0490332,0.0107293
328,1670.56,938.555,-0.197364,-1.46519,-0.0525051,0.0118959
329,1670.53,938.239,-0.269409,-1.44271,-0.0513344,0.0127519
330,1670.53,937.966,-0.29215,-1.42788,-0.0507322,0.0118203
331,1670.57,937.662,-0.281612,-1.40643,-0.0510417,0.0119465
332,1670.6,937.395,-0.234777,-1.3928,-0.053534,0.0106993
333,1670.7,937.094,-0.241398,-1.37288,-0.0539007,0.0109066
334,1670.72,936.859,-0.280808,-1.36104,-0.0524853,0.0108911
335,1670.73,936.678,-0.0408903,-1.33991,-0.0322612,0.00457854
336,1670.86,936.467,-0.00871437,-1.32587,-0.0335699,0.00788365
337,1670.91,936.154,-0.000470178,-1.30218,-0.0341836,0.00714674
338,1670.94,935.914,-0.0261885,-1.2895,-0.034403,0.00455881
339,1671.01,935.62,-0.113399,-1.26829,-0.034614,0.00541525
340,1671.12,935.407,-0.0437813,-1.25559,-0.0366831,0.00727993
341,1671.2,935.161,-0.0574068,-1.23687,-0.0367808,0.00915275
342,1671.3,934.871,-0.0392272,-1.22288,-0.0379963,0.00928977
343,1671.39,934.631,-0.0475935,-1.20501,-0.0389936,0.0105248
344,1671.4,934.315,-0.084341,-1.19238,-0.0395906,0.0127194
345,1671.51,934.058,-0.077245,-1.17108,-0.0396745,0.0117907
346,1671.64,933.829,-0.0478808,-1.15918,-0.0413392,0.0142205
347,1671.81,933.646,-0.122611,-1.14076,-0.0403289,0.0158857
348,1671.95,933.38,-0.231973,-1.12759,-0.0387954,0.01697
349,1672.05,933.097,-0.0169866,-1.10714,-0.0410926,0.00968637
350,1672.52,932.525,0.160327,-1.08827,-0.0425326,0.00472746
351,1672.63,932.292,0.0511583,-1.07218,-0.0397162,0.00227146
352,1672.79,932.104,0.0271068,-1.05609,-0.0391908,0.00574443
353,1672.94,931.807,-0.0353817,-1.03679,-0.0385407,0.00606904
354,1673.07,931.551,-0.00126513,-1.02577,-0.041156,0.00487087
355,1673.22,931.278,-0.0194652,-1.0066,-0.0399729,0.00341976
356,1673.36,931.038,-0.0426112,-0.994793,-0.0395971,0.00347498
357,1673.55,930.812,-0.00245108,-0.97487,-0.0416478,0.00383703
358,1673.67,930.576,-0.0211403,-0.963896,-0.0417215,0.00420514
359,1673.85,930.365,-0.0248696,-0.944492,-0.0412294,0.00231186
360,1674,930.117,0.000722119,-0.933805,-0.0415063,0.000771574
361,1674.18,929.912,-0.208373,-0.918482,-0.0397014,0.000565326
362,1674.27,929.689,-0.295963,-0.908672,-0.0381865,0.00123266
363,1674.44,929.443,0.211167,-0.892318,-0.0398976,-0.0116417
364,1674.61,929.253,0.220854,-0.881206,-0.0414279,-0.0119188
365,1674.79,929.057,0.141585,-0.863709,-0.039726,-0.0114687
366,1674.98,928.836,0.172631,-0.853738,-0.0407441,-0.0117332
367,1675.17,928.66,0.179696,-0.839901,-0.0393736,-0.00946115
368,1675.38,928.468,0.221214,-0.83124,-0.0388604,-0.0109792
369,1675.6,928.284,0.267369,-0.820061,-0.0402435,-0.0123813
370,1675.78,928.088,0.24007,-0.812441,-0.0409227,-0.0130143
371,1675.92,927.893,0.0890034,-0.800113,-0.0389378,-0.014668
372,1676.07,927.683,-0.148511,-0.792692,-0.0296931,-0.0151295
373,1676.26,927.495,-0.163081,-0.782355,-0.0299954,-0.0147355
374,1676.46,927.294,-0.165728,-0.775704,-0.0307364,-0.0141596
375,1676.68,927.103,-0.161618,-0.764463,-0.0308929,-0.014998
376,1676.88,926.923,-0.275429,-0.760471,-0.029643,-0.0149001
377,1677.07,926.714,-0.191507,-0.751094,-0.0299554,-0.0159806
378,1676.93,926.739,-0.174773,-0.747722,-0.0297806,-0.0168498
