id,x,y,z,yaw,pitch,roll
129,1826.32,867.761,-0.521337,0.0290623,-0.0199858,-0.00545458
130,1826.76,867.79,-0.495524,0.0288752,-0.0207841,-0.000873128
131,1827.12,867.812,-0.5105,0.0273359,-0.0179526,0.000196077
132,1827.51,867.817,-0.524476,0.0270218,-0.0204834,0.000728544
133,1827.89,867.839,-0.464521,0.0257209,-0.0191855,0.00142239
134,1828.33,867.83,-0.435493,0.0257648,-0.0183991,0.00209522
135,1828.71,867.847,-0.465128,0.0237521,-0.0211342,0.00123952
136,1829.09,867.846,-0.452636,0.0230981,-0.0208303,0.000971773
137,1829.51,867.851,-0.447916,0.0224599,-0.0204049,4.84749e-05
138,1829.87,867.841,-0.439148,0.0218031,-0.020156,-0.000945163
139,1830.33,867.862,-0.415866,0.020793,-0.0206694,0.000295745
140,1830.67,867.863,-0.410666,0.0196142,-0.0208673,9.80045e-05
141,1831.1,867.876,-0.405855,0.0190712,-0.0214986,0.000525797
142,1831.47,867.839,-0.341015,0.0189675,-0.0209371,0.00197915
143,1831.87,867.839,-0.335409,0.0172805,-0.020886,0.00214047
144,1832.36,867.837,-0.363229,0.0166766,-0.0184228,-0.000356214
145,1832.73,867.852,-0.412576,0.0157645,-0.0171832,0.000143263
146,1833.15,867.872,-0.431156,0.0150349,-0.0189659,0.00202161
147,1833.55,867.881,-0.59238,0.0145672,-0.0166408,-0.00340744
148,1833.9,867.884,-0.580467,0.0113325,-0.0153086,-0.00142555
149,1834.33,867.871,-0.631454,0.0113426,-0.0205659,-0.00294848
150,1834.82,867.895,-0.503641,0.0127245,-0.0166151,0.0015536
151,1835.23,867.868,-0.4966,0.0155565,-0.008572,-8.00897e-06
152,1835.57,867.916,-0.629215,0.0132955,-0.00666632,0.00608581
153,1835.93,867.929,-0.624585,0.0114928,-0.00917652,0.00544998
154,1836.37,867.926,-0.648437,0.0111075,-0.0111134,0.00603063
155,1836.75,867.919,-0.589242,0.0112388,-0.0219123,0.00171182
156,1837.17,867.893,-0.523062,0.0126737,-0.023897,-0.00551193
157,1837.56,867.902,-0.542973,0.0133876,-0.0241858,-0.00523998
158,1837.94,867.912,-0.573157,0.0115911,-0.0195355,-0.00420907
159,1838.38,867.927,-0.577763,0.0106416,-0.0187964,-0.00366814
160,1838.81,867.928,-0.540025,0.0113165,-0.0156668,-0.00376869
161,1839.2,867.917,-0.549336,0.00969187,-0.0174218,-0.00549622
162,1839.59,867.929,-0.578144,0.00778348,-0.0176325,-0.0049634
163,1839.99,867.941,-0.591615,0.00840127,-0.0158842,-0.00557523
164,1840.43,867.938,-0.584713,0.00949242,-0.0180517,-0.00655638
165,1840.83,867.926,-0.575576,0.00949537,-0.0206979,-0.00895462
166,1841.24,867.93,-0.604605,0.00894887,-0.0219709,-0.00660186
167,1841.69,867.94,-0.587166,0.00924848,-0.0224048,-0.00666731
168,1842.09,867.937,-0.579229,0.0091856,-0.0236036,-0.00584027
169,1842.53,867.937,-0.483347,0.00989101,-0.0197093,-0.00475336
170,1842.99,867.923,-0.473987,0.00962778,-0.0203146,-0.0065496
171,1843.4,867.916,-0.507407,0.0108279,-0.0215228,-0.00685385
172,1843.82,867.921,-0.532792,0.010113,-0.022286,-0.0057145
173,1844.23,867.912,-0.540736,0.00900531,-0.0233431,-0.00618217
174,1844.63,867.911,-0.550621,0.00841774,-0.0242347,-0.00628122
175,1845.03,867.925,-0.546116,0.00867538,-0.0248555,-0.00657357
176,1845.49,867.924,-0.562337,0.00795858,-0.0244963,-0.00541397
177,1845.94,867.951,-0.572164,0.00909221,-0.0224985,-0.00574336
178,1846.4,867.971,-0.566813,0.0086668,-0.0266134,-0.00542596
179,1846.82,867.938,-0.517247,0.0110816,-0.0162534,-0.0045355
180,1847.25,867.946,-0.534151,0.010931,-0.0183467,-0.00545628
181,1847.73,867.971,-0.572337,0.0125022,-0.0185884,-0.00443419
182,1848.17,867.958,-0.589512,0.0120274,-0.0201406,-0.00407365
183,1848.6,867.971,-0.570379,0.0129116,-0.0179641,-0.00362004
184,1849.07,867.98,-0.565171,0.0135709,-0.0168264,-0.0019883
185,1849.49,867.983,-0.545821,0.013729,-0.0163474,-0.000798637
186,1849.92,867.988,-0.5633,0.014043,-0.0204063,-0.00322137
187,1850.34,867.971,-0.446105,0.0143966,-0.0210216,-0.0115702
188,1850.76,867.96,-0.441815,0.015246,-0.0217866,-0.0108666
189,1851.19,867.966,-0.446023,0.016056,-0.0221754,-0.00987068
190,1851.6,867.959,-0.387755,0.0178572,-0.0132841,-0.00345559
191,1851.96,867.945,-0.294381,0.0188513,-0.0144773,-0.00653061
192,1852.41,867.946,-0.311259,0.0202515,-0.0146286,-0.00672341
193,1852.78,867.949,-0.28605,0.0209642,-0.0156685,-0.00627332
194,1853.33,867.952,-0.292773,0.0242072,-0.0146854,-0.00804655
195,1853.67,867.962,-0.307081,0.0243037,-0.0165943,-0.00795907
196,1854.05,867.988,-0.357414,0.0273177,-0.0156353,-0.0108956
197,1854.43,867.986,-0.335904,0.0290155,-0.0164928,-0.0128415
198,1854.82,868.006,-0.316515,0.0300498,-0.0155517,-0.0124381
199,1855.18,868.012,-0.305762,0.0300642,-0.016964,-0.0140783
200,1855.5,868.014,-0.323215,0.0313438,-0.0170995,-0.0131754
201,1855.96,868.019,-0.304211,0.0331218,-0.0181781,-0.0133037
202,1856.31,868.059,-0.357599,0.0344816,-0.0175597,-0.0138443
203,1856.65,868.082,-0.413061,0.035265,-0.0158051,-0.0121218
204,1857,868.081,-0.377714,0.0358058,-0.0178048,-0.0149956
205,1857.38,868.075,-0.361402,0.0378697,-0.0200081,-0.0156927
206,1857.72,868.087,-0.288511,0.0405484,-0.0155315,-0.0148399
207,1857.92,868.085,-0.285107,0.0399339,-0.0133119,-0.0154449
208,1858.28,868.101,-0.328769,0.0410937,-0.00968013,-0.0134785
209,1858.6,868.11,-0.30565,0.0408161,-0.011234,-0.0168089
210,1858.97,868.129,-0.317746,0.0424635,-0.0133214,-0.0146172
211,1859.32,868.133,-0.321936,0.0441205,-0.0136128,-0.0164143
212,1859.62,868.15,-0.321025,0.0440132,-0.0154015,-0.0175729
213,1859.95,868.155,-0.354002,0.0457935,-0.0143337,-0.0154105
214,1860.29,868.171,-0.371072,0.0468057,-0.015454,-0.0169358
215,1860.57,868.178,-0.333018,0.0457401,-0.0169386,-0.0199787
216,1860.9,868.201,-0.359503,0.046783,-0.0167986,-0.0196728
217,1861.24,868.212,-0.380687,0.0481535,-0.0182644,-0.0209062
218,1861.57,868.23,-0.377295,0.0488074,-0.0173637,-0.0195193
219,1861.88,868.271,-0.386018,0.0508972,-0.018694,-0.0189121
220,1862.19,868.275,-0.502179,0.05028,-0.0141328,-0.018942
221,1862.49,868.271,-0.336199,0.0512655,-0.00829186,-0.0134901
222,1862.81,868.293,-0.344383,0.053089,-0.00803586,-0.0133867
223,1863.16,868.28,-0.334312,0.0556889,-0.00747597,-0.0130413
224,1863.41,868.331,-0.399411,0.0549885,-0.00775814,-0.0142716
225,1863.75,868.351,-0.429594,0.0558448,-0.00739018,-0.0146855
226,1864.1,868.337,-0.40925,0.0568326,-0.00870784,-0.0152328
227,1864.43,868.375,-0.406106,0.0578835,-0.0121392,-0.015951
228,1864.73,868.397,-0.39317,0.0589456,-0.0109048,-0.0144603
229,1865.02,868.412,-0.480761,0.0587605,-0.00866396,-0.0142974
230,1865.31,868.409,-0.472471,0.0603303,-0.00674609,-0.0161104
231,1865.66,868.442,-0.506256,0.0615881,-0.00610976,-0.0160667
232,1866.01,868.456,-0.472703,0.0617347,-0.0110457,-0.014274
233,1866.27,868.472,-0.450434,0.0615675,-0.011935,-0.0144166
234,1866.62,868.476,-0.335976,0.0611296,-0.0156706,-0.0109717
235,1866.93,868.487,-0.300333,0.0614575,-0.0189144,-0.0112899
236,1867.29,868.522,-0.340099,0.0616511,-0.0198077,-0.0118603
237,1867.67,868.577,-0.436754,0.0618219,-0.0216249,-0.0156703
238,1867.94,868.593,-0.438459,0.0606425,-0.0177395,-0.0154794
239,1868.33,868.612,-0.431837,0.0600084,-0.0198841,-0.0173088
240,1868.71,868.615,-0.36248,0.0582054,-0.0134919,-0.0152962
241,1869.01,868.658,-0.389116,0.0575502,-0.0111907,-0.0144549
242,1869.33,868.687,-0.429003,0.0569746,-0.0102544,-0.0125419
243,1869.65,868.698,-0.446726,0.0566842,-0.0093369,-0.0128308
244,1870.01,868.734,-0.529721,0.0543557,-0.00527329,-0.0103569
245,1870.41,868.748,-0.501968,0.0534635,-0.00319504,-0.00932533
246,1870.8,868.757,-0.516971,0.0527261,-0.00375752,-0.00852769
247,1871.07,868.77,-0.520786,0.0531978,-0.00590204,-0.00881027
248,1871.42,868.79,-0.509228,0.0526534,-0.00549665,-0.0103281
249,1871.79,868.803,-0.53065,0.0523012,-0.00519298,-0.0126812
250,1872.24,868.823,-0.609263,0.0508994,-0.00302083,-0.0123886
251,1872.6,868.844,-0.604033,0.0505724,-0.00361794,-0.0121811
252,1872.94,868.861,-0.638958,0.0496909,-0.00587706,-0.0107786
253,1873.33,868.878,-0.669021,0.0479273,-0.00438793,-0.0117445
254,1873.81,868.849,-0.62873,0.0447634,-0.00540757,-0.0108476
255,1874.18,868.829,-0.632859,0.0416971,-0.00366615,-0.0118824
256,1874.48,868.929,-0.634107,0.043008,-0.00373365,-0.0100698
257,1874.99,868.854,-0.619384,0.037284,-0.00233013,-0.00940163
258,1875.31,868.919,-0.60759,0.0372454,0.000344025,-0.00698714
259,1875.79,868.972,-0.628159,0.0373812,-0.00453557,-0.0121387
260,1876.17,868.986,-0.669876,0.0346264,-0.00473416,-0.0121184
261,1876.56,868.998,-0.695287,0.0325341,-0.00632506,-0.011983
262,1876.97,869.049,-0.732624,0.032561,-0.00810077,-0.0123165
263,1877.29,869.076,-0.736695,0.0320495,-0.00780934,-0.0121917
264,1877.77,869.069,-0.785764,0.0298968,-0.00330118,-0.0063889
265,1878.09,869.042,-0.735049,0.027917,-0.00228661,-0.00680464
266,1878.57,869.012,-0.780999,0.0248631,-0.00442851,-0.00683033
267,1878.96,869.034,-0.777179,0.0251973,-0.00504478,-0.00901682
268,1879.3,869.079,-0.774862,0.0262899,-0.00512151,-0.0102569
269,1879.71,869.099,-0.779427,0.0260089,-0.007426,-0.0124989
270,1880.16,869.117,-0.752149,0.0248263,-0.00765523,-0.0102463
271,1880.59,869.122,-0.755742,0.0226051,-0.00506311,-0.00695725
272,1881.05,869.137,-0.876366,0.0221479,0.00176322,-0.00338274
273,1881.4,869.163,-1.08364,0.0196167,0.00778813,-0.00325922
274,1881.8,869.182,-1.06791,0.0216197,0.00673902,-0.00508155
275,1882.31,869.153,-1.08339,0.0193577,0.00557228,-0.00477182
276,1882.64,869.212,-1.10811,0.0194487,0.00836591,-0.0014963
277,1883.11,869.243,-1.13087,0.0181227,0.00855105,-0.00113449
278,1883.57,869.277,-1.14002,0.018392,0.00630786,-0.00152604
279,1883.98,869.274,-1.24331,0.017636,0.00873737,0.000528534
280,1884.41,869.284,-1.24806,0.0177296,0.00745631,0.000136579
281,1884.85,869.25,-1.31905,0.0176321,0.00771168,-0.00326268
282,1885.35,869.287,-1.54685,0.0182645,0.00616684,-0.00794283
283,1885.8,869.288,-1.59017,0.0186014,0.00429651,-0.00780468
284,1886.23,869.286,-1.59506,0.0180144,0.0037108,-0.00620385
285,1886.6,869.335,-1.61852,0.0191484,0.00570479,0.000835185
286,1887,869.431,-1.70263,0.0175374,0.00175665,0.020018
287,1887.38,869.448,-1.74397,0.0174303,0.00369341,0.0236927
288,1887.79,869.423,-1.65722,0.0166085,0.0103381,0.0276311
289,1888.17,869.454,-1.62732,0.0176441,0.0114526,0.0253249
290,1888.63,869.462,-1.63709,0.01847,0.0107432,0.0270501
291,1889.05,869.465,-1.66539,0.017817,0.00861497,0.0226449
292,1889.67,869.466,-1.8026,0.0177092,0.00221676,0.0151379
293,1890,869.51,-1.81923,0.0188782,0.0020361,0.0140308
294,1890.6,869.556,-1.86296,0.0190038,-0.00234357,0.0172809
295,1890.78,869.544,-1.84545,0.0199332,-0.00291123,0.0158621
296,1891.27,869.562,-1.85311,0.0193773,-0.00338921,0.0184052
297,1891.78,869.579,-1.8167,0.0194371,0.000715139,0.0208044
298,1892.21,869.642,-1.86121,0.0198161,-0.00349987,0.0265317
299,1892.61,869.715,-1.87646,0.0202119,-0.00956579,0.0284758
300,1893,869.614,-1.92467,0.0198424,-0.0123452,0.0239438
301,1893.3,869.62,-1.91862,0.0207804,-0.0144706,0.0231109
302,1893.79,869.662,-1.92983,0.0223966,-0.0169418,0.0212393
303,1894.02,869.696,-1.93847,0.0227051,-0.0174489,0.0200914
304,1894.31,869.803,-1.94516,0.0253581,-0.0191691,0.0185884
305,1894.73,869.833,-1.95898,0.0258454,-0.0195903,0.0176577
306,1895.17,869.866,-1.94638,0.0272971,-0.0200217,0.0178613
307,1895.57,869.863,-1.97377,0.0252371,-0.0216742,0.0165012
308,1896.02,869.88,-1.97947,0.0242517,-0.0243887,0.0154799
309,1896.17,869.9,-1.99398,0.0222692,-0.022867,0.0162017
310,1896.82,869.912,-2.01161,0.0230407,-0.0248362,0.0155653
311,1897.29,869.927,-2.03071,0.0241807,-0.0245285,0.0155085
312,1898.1,869.95,-2.05048,0.0236829,-0.0253029,0.0152069
313,1898.6,869.957,-2.0518,0.0235128,-0.0250972,0.0151791
314,1898.97,869.969,-2.06622,0.0220527,-0.0289677,0.0157403
315,1899.53,869.984,-2.06689,0.0216865,-0.0309518,0.0167457
316,1900.02,869.994,-2.08117,0.0222467,-0.0324427,0.0162717
317,1900.43,869.999,-2.10796,0.0191058,-0.0418304,0.0149436
318,1900.83,869.997,-2.11771,0.0154592,-0.0441152,0.0151911
319,1900.98,869.997,-2.13188,0.0128016,-0.0436031,0.0154576
320,1901.38,870.004,-2.10564,0.0129892,-0.0360938,0.0135258
321,1901.94,870.012,-2.11173,0.0137509,-0.0472145,0.0139363
322,1902.36,870.01,-2.10702,0.0149543,-0.0425447,0.0145827
323,1902.75,870.013,-2.09641,0.01346,-0.0445268,0.0133353
324,1903.03,870.019,-2.08873,0.008035,-0.0566196,0.0155663
325,1903.46,870.027,-2.09041,0.00583575,-0.0586937,0.0157806
326,1903.96,870.043,-2.06963,0.00493921,-0.0600632,0.0167786
327,1904.48,870.04,-2.05157,0.00672017,-0.0604255,0.0166178
328,1905.33,870.026,-2.02633,0.0108036,-0.0643749,0.0159501
329,1905.71,870.033,-2.00185,0.0107271,-0.0634028,0.0162281
330,1906.2,870.052,-1.98448,0.0127578,-0.0627259,0.017569
331,1906.67,870.049,-1.96464,0.0129542,-0.0627732,0.017682
332,1906.62,870.053,-1.97764,0.00664657,-0.063373,0.0157081
333,1906.99,870.047,-2.01396,0.00834144,-0.0580749,0.0124005
334,1907.43,870.051,-2.02398,0.0089993,-0.0581301,0.012444
335,1907.86,870.069,-2.03702,0.00983514,-0.0576234,0.0137825
336,1908.31,870.068,-2.04237,0.0093449,-0.0586094,0.0122159
337,1908.77,870.068,-2.08306,0.0121028,-0.0517748,0.00441053
338,1909.14,870.082,-2.10141,0.0114473,-0.0488649,0.00779298
339,1909.6,870.102,-2.16659,0.0124078,-0.0436662,0.0104434
340,1910.06,870.205,-2.17831,0.015336,-0.0385598,0.0104571
341,1910.47,870.199,-2.1856,0.0133524,-0.0399812,0.00873973
342,1911.57,870.055,-2.05665,0.017569,-0.0452684,0.0172824
343,1911.89,870.06,-2.06907,0.0148005,-0.0496375,0.0160872
344,1912.49,869.878,-1.94122,0.0195669,-0.046359,0.0273055
345,1912.96,869.884,-1.8587,0.01976,-0.0634283,0.0319552
346,1913.41,869.759,-1.82519,0.0195381,-0.0610768,0.0330969
347,1913.87,869.806,-1.76955,0.0201394,-0.0663571,0.0343456
348,1914.3,869.813,-1.74494,0.0204402,-0.0678581,0.0337407
349,1914.75,869.877,-1.75629,0.0210446,-0.0671218,0.035056
350,1915.22,869.814,-1.75844,0.0219935,-0.0657053,0.0330789
351,1915.61,869.828,-1.727,0.0209653,-0.0626558,0.0319782
352,1916.03,869.824,-1.66869,0.0226587,-0.0605854,0.0299488
353,1916.47,869.842,-1.63527,0.02324,-0.0576612,0.0287823
354,1916.91,869.886,-1.65479,0.0240644,-0.0529667,0.0246859
355,1917.3,869.844,-1.78238,0.0253112,-0.0437553,0.0192546
356,1917.74,869.843,-1.76107,0.0259877,-0.0440728,0.0191692
357,1918.18,869.812,-1.74409,0.0260758,-0.043897,0.021058
358,1918.62,869.845,-1.67485,0.0255741,-0.0455767,0.0214494
359,1919.04,869.84,-1.47605,0.0255053,-0.0413281,0.0166229
360,1919.49,869.847,-1.47779,0.0266022,-0.0407879,0.0193527
361,1919.9,869.871,-1.4566,0.0271305,-0.0405402,0.0197451
362,1920.36,869.907,-1.48059,0.0269946,-0.0406669,0.0175549
363,1920.82,869.907,-1.59191,0.0272372,-0.0428247,0.00294299
364,1921.26,869.875,-1.59036,0.0293381,-0.0431146,0.00282673
365,1921.67,869.884,-1.53389,0.0302574,-0.0411006,0.00369555
366,1922.13,869.898,-1.50456,0.0306554,-0.0409722,0.0055557
367,1922.64,869.961,-1.51374,0.0306476,-0.0407063,0.0125824
368,1923.04,869.971,-1.46185,0.031169,-0.0400858,0.0115555
369,1923.44,869.899,-1.12498,0.0316815,-0.0361274,0.0108552
370,1923.84,869.938,-1.12206,0.0329163,-0.033409,0.0114432
371,1924.26,869.929,-1.1152,0.0335492,-0.0358124,0.0121624
372,1924.71,869.959,-1.13448,0.0339535,-0.0350365,0.0110639
373,1925.09,869.834,-0.451089,0.0376395,-0.0249453,-0.00804757
374,1925.54,869.841,-0.43671,0.0377679,-0.0263416,-0.00820904
375,1925.99,869.879,-0.455868,0.0369852,-0.0273716,-0.00865272
376,1926.39,869.897,-0.444184,0.0382034,-0.0243875,-0.00834789
377,1926.86,869.923,-0.421747,0.0388927,-0.0286548,-0.010109
378,1927.34,869.904,-0.402921,0.0398101,-0.0311258,-0.010471
379,1927.75,869.919,-0.329602,0.0408566,-0.0316172,-0.0113743
380,1928.21,869.927,-0.261059,0.0407652,-0.0302992,-0.0126518
381,1928.6,869.938,-0.240654,0.0413462,-0.030442,-0.012939
382,1929.12,869.978,-0.260058,0.0401437,-0.0352363,-0.0135849
383,1929.53,869.991,-0.301833,0.0414036,-0.0352565,-0.0116894
